peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
105.74,1.79,V,55,0,10,3,3,0,0,N,2,4,3
54.04,1.7,M,44,10,0,1,1,0,0,N,2,3,4
47.24,1.62,M,28,120,6,3,6,4,0,N,1,2,4
64.01,1.75,V,39,0,2,0,0,0,0,N,2,3,4
49.6,1.66,M,35,40,7,1,0,1,0,N,1,4,4
78.66,1.71,V,25,0,0,4,0,0,0,N,2,3,3
64.35,1.73,M,37,0,2,0,2,3,0,N,2,4,3
49,1.65,M,54,70,6,0,0,7,0,N,3,3,4
93.78,1.72,V,58,0,3,2,4,0,0,N,3,3,2
50.2,1.67,M,24,50,3,1,9,1,0,N,2,4,4
53.87,1.73,V,45,80,0,1,6,0,0,N,1,1,0
68.92,1.77,V,53,30,15,0,13,10,0,N,1,3,1
81.78,1.76,V,52,0,0,0,17,14,0,N,2,2,1
86.51,1.79,V,47,0,0,0,7,0,0,N,3,4,3
72.32,1.61,M,66,0,0,5,9,13,0,N,1,3,3
49,1.65,M,30,70,0,0,3,0,0,N,1,0,0
47.82,1.63,M,35,40,0,0,0,3,0,N,1,3,3
50.8,1.68,M,21,80,26,3,3,0,0,N,1,2,3
83.64,1.76,V,18,0,2,0,0,2,0,N,0,0,0
80.54,1.75,V,54,0,0,3,5,5,0,N,2,4,4
96.37,1.73,V,22,0,0,1,23,13,4,N,2,2,2
73.31,1.77,V,25,0,0,0,15,13,0,N,2,4,4
97.88,1.76,V,18,0,0,4,3,4,0,N,1,1,1
79.21,1.78,V,19,0,0,0,0,0,0,N,0,0,0
99.13,1.71,M,43,0,20,2,11,15,1,N,0,2,2
60.98,1.65,V,44,0,0,0,13,14,4,N,1,1,2
82.57,1.64,M,28,0,1,0,17,7,NA,N,2,3,2
102.74,1.68,M,51,0,8,0,12,1,0,N,1,1,3
81,1.8,V,45,0,0,1,0,0,2,N,1,2,1
115.6,1.7,V,47,0,23,0,10,3,3,N,1,1,0
63.93,1.82,V,18,20,9,3,0,0,0,N,2,3,4
78.36,1.83,V,63,0,5,0,0,4,0,N,2,2,3
87.96,1.85,V,41,0,14,0,2,5,0,N,3,4,3
73.85,1.66,V,33,0,0,0,6,0,0,N,3,3,2
99.92,1.81,V,48,0,0,0,8,2,3,N,2,2,1
67.17,1.56,M,32,0,0,4,6,4,0,N,2,3,4
63.19,1.76,V,21,0,2,0,6,8,1,N,2,3,3
44.94,1.58,M,54,90,9,2,4,11,0,N,2,3,4
51.41,1.69,V,30,50,0,1,10,0,0,N,1,3,2
123.9,1.76,V,18,0,0,8,6,0,0,N,0,1,0
47.82,1.63,M,67,30,0,0,12,8,0,N,2,3,4
103.96,1.69,M,47,0,4,3,8,0,0,N,1,2,3
64.03,1.63,M,33,0,0,1,4,2,0,N,3,4,3
69.59,1.71,V,49,0,0,1,0,0,0,N,0,2,2
63.71,1.65,M,30,0,0,0,12,14,0,N,1,2,2
95.56,1.72,V,49,0,7,0,8,0,0,N,1,2,2
52.02,1.7,M,20,110,12,0,5,8,5,N,1,2,3
52.63,1.71,M,71,50,0,0,0,0,0,N,2,4,4
53.25,1.72,V,40,40,0,0,7,12,8,N,1,2,3
50.8,1.68,M,54,90,16,5,0,6,0,N,2,4,4
50.2,1.67,V,21,90,9,5,0,0,0,N,1,2,2
54.5,1.74,V,35,60,9,5,0,2,0,N,1,3,2
92,1.76,V,25,0,4,2,0,0,0,N,0,2,2
83.54,1.68,M,49,0,0,3,0,0,0,N,2,2,2
87.35,1.76,M,18,0,5,3,0,2,0,N,2,4,2
104.65,1.8,V,37,0,0,2,4,0,0,N,2,4,1
107.47,1.66,M,36,0,0,6,7,0,2,N,1,1,1
57.03,1.78,V,67,70,14,1,0,0,0,N,1,4,4
60.89,1.62,M,37,0,0,0,0,0,0,S,1,2,2
95.66,1.67,M,20,0,0,2,12,0,0,N,1,1,3
51.41,1.69,M,79,90,0,0,14,10,0,N,0,1,2
63.45,1.71,M,31,0,0,0,0,4,0,N,1,2,2
46.66,1.61,M,46,170,0,0,3,10,0,N,2,2,3
44.37,1.57,M,53,90,1,1,4,0,0,N,2,3,4
47.82,1.63,M,34,0,0,0,0,9,0,S,1,1,1
66.76,1.7,M,50,0,0,0,0,0,0,N,1,2,3
81.38,1.58,M,55,0,0,5,0,0,6,N,1,1,1
82.83,1.69,M,18,0,1,4,0,5,1,N,1,0,0
53.87,1.73,V,55,50,5,4,0,1,0,N,3,4,4
110.22,1.66,M,30,0,12,0,29,13,0,N,0,1,2
44.94,1.58,M,43,130,0,0,8,1,3,N,0,1,2
53.87,1.73,V,52,40,13,0,0,0,0,N,1,0,1
60.84,1.63,M,26,0,3,0,0,1,0,N,2,2,3
72.36,1.74,V,43,0,1,5,0,5,0,N,4,4,4
44.94,1.58,M,48,50,0,0,0,1,0,N,2,3,3
102.59,1.75,V,39,0,0,2,12,5,0,N,0,2,2
57.67,1.79,V,45,100,2,3,0,0,0,N,1,2,3
79.12,1.57,M,39,0,0,0,13,5,0,N,0,2,1
73.63,1.67,M,62,0,0,2,6,7,0,N,0,0,1
96.49,1.77,V,60,0,3,2,12,4,0,N,3,3,4
61.18,1.59,M,26,0,0,0,16,11,3,N,2,3,4
55,1.63,V,25,0,0,0,4,4,NA,N,2,3,4
83.01,1.78,V,30,0,0,0,24,16,0,N,2,4,4
48.41,1.64,M,48,50,7,0,12,3,0,N,0,2,2
74.5,1.64,M,18,0,0,0,19,17,0,N,1,0,0
105.39,1.69,M,38,0,0,6,9,1,0,N,1,3,2
103.68,1.61,M,51,0,14,0,12,0,0,N,1,1,0
72.69,1.65,M,37,0,4,2,0,8,0,N,0,0,0
93.38,1.73,V,52,0,4,0,2,0,0,N,0,0,0
113.16,1.71,V,28,0,2,4,12,0,0,N,1,3,2
93.68,1.69,V,21,0,4,2,10,6,0,N,1,2,1
86.25,1.69,M,45,0,15,1,0,3,0,N,2,3,3
56.44,1.71,M,18,40,8,5,5,0,0,N,3,3,3
55.76,1.76,V,26,30,2,0,4,5,0,N,1,3,1
72.54,1.69,V,49,0,4,0,12,11,0,N,1,3,3
71.38,1.7,M,24,0,0,2,0,0,0,N,1,3,3
90.88,1.68,M,60,0,11,0,0,0,0,N,0,0,1
48.43,1.58,M,53,0,0,0,0,2,0,N,2,3,4
70.31,1.8,V,47,10,0,3,12,12,0,N,1,3,3
56.39,1.77,V,18,110,2,4,4,0,7,N,3,4,2
71.83,1.73,V,64,0,0,0,4,2,0,N,2,3,2
77.17,1.75,V,44,0,0,0,18,11,0,N,2,3,4
47.82,1.63,M,44,110,11,4,0,0,0,N,1,3,2
105.56,1.71,V,33,10,27,0,0,0,0,S,0,0,0
77.94,1.78,V,52,0,0,0,3,2,0,N,0,1,2
65.36,1.64,V,25,0,0,4,0,6,0,N,2,3,2
89.67,1.78,V,49,0,0,3,5,2,5,N,2,4,4
81.59,1.84,V,37,30,14,0,5,0,0,N,1,2,1
88.16,1.72,V,39,0,1,4,0,0,0,N,1,2,2
53.1,1.55,M,72,20,2,4,1,1,0,N,1,2,2
60.93,1.6,M,36,0,0,0,0,1,0,N,2,3,2
103.7,1.77,V,39,0,11,5,0,4,0,N,1,2,3
65.41,1.58,M,44,0,0,3,0,0,0,N,1,4,4
105.95,1.8,V,43,0,14,0,6,4,0,N,1,1,1
86.99,1.7,M,24,0,9,1,7,9,0,N,1,0,0
119.72,1.73,V,60,0,17,1,16,0,0,N,0,0,0
65.59,1.82,V,39,10,0,0,0,0,0,N,1,2,2
83.43,1.63,V,74,0,4,0,7,0,0,N,1,2,2
47.24,1.62,M,40,30,0,0,0,6,0,N,0,2,0
102.17,1.68,V,60,0,8,0,9,1,0,N,0,0,0
84.51,1.53,M,26,0,11,4,2,1,0,N,0,2,2
73.57,1.66,V,34,0,0,2,3,6,0,N,0,0,0
50.2,1.67,V,28,80,4,0,0,6,0,N,2,4,3
53.25,1.72,M,60,70,5,2,4,1,1,N,3,4,4
56.8,1.72,M,19,10,0,1,0,0,0,N,3,3,2
57.44,1.65,M,41,0,0,0,4,9,0,N,0,0,0
47.24,1.62,M,21,120,22,3,21,12,0,S,1,2,2
71.88,1.82,V,47,40,1,3,12,0,0,N,1,0,0
80.53,1.74,M,18,0,2,1,4,0,0,N,2,3,4
93.7,1.68,V,54,0,0,3,13,2,0,N,3,2,2
80.8,1.56,M,60,0,4,0,18,8,0,N,1,1,2
59.62,1.82,V,44,0,0,0,0,9,1,N,2,3,4
57.67,1.79,V,34,240,0,3,0,2,3,N,2,3,0
101.09,1.8,V,55,0,16,0,6,5,0,N,2,3,3
129.6,1.8,V,40,0,27,4,15,11,0,N,2,3,3
59.4,1.57,M,19,0,0,0,0,0,0,N,2,1,1
51.41,1.69,M,82,20,6,3,0,3,1,N,3,4,4
90.04,1.75,V,48,0,0,3,4,4,0,N,0,2,1
53.42,1.58,M,38,10,0,3,0,0,0,N,0,2,3
87.8,1.74,M,37,0,0,2,8,6,0,N,0,2,2
53.25,1.72,V,26,40,0,3,0,3,0,N,1,2,2
54.5,1.74,V,18,30,4,0,0,0,0,N,1,2,1
71,1.72,V,29,0,0,0,1,0,0,N,0,2,2
93.68,1.73,M,28,0,9,0,0,0,0,S,1,1,0
83.26,1.74,V,47,0,0,0,9,3,0,N,3,3,2
46.66,1.61,M,43,20,3,2,0,0,0,N,2,1,4
72.15,1.58,M,28,0,2,4,1,5,0,N,1,2,1
78.58,1.78,V,54,20,6,8,4,6,0,N,3,4,4
75.39,1.74,M,48,0,8,0,0,1,0,N,1,2,3
63.16,1.71,V,57,0,0,2,0,4,0,N,2,4,4
63.16,1.65,M,65,0,0,0,0,0,0,N,1,2,3
87.29,1.67,M,57,0,1,0,23,16,0,N,1,1,1
52.22,1.6,M,31,0,0,1,3,4,2,N,2,3,4
107.58,1.64,M,46,0,0,2,19,2,0,N,1,1,2
53.87,1.73,M,38,80,0,0,1,0,1,N,2,3,3
74.8,1.62,M,74,0,0,4,16,15,0,N,2,3,3
62.4,1.64,M,31,0,0,0,0,0,0,N,2,2,1
81.99,1.67,M,28,0,0,0,7,0,0,N,1,0,1
91.41,1.72,V,20,0,11,0,24,22,0,N,2,1,1
51.41,1.69,M,18,20,0,0,0,0,0,N,2,4,4
65.58,1.61,M,45,0,5,3,0,5,8,N,2,3,4
52.63,1.71,V,62,40,0,0,0,7,0,N,2,2,2
64.72,1.59,M,60,0,0,0,1,0,3,N,0,1,2
84.22,1.75,V,63,0,9,0,6,4,0,N,2,3,4
84.48,1.6,M,33,0,0,0,18,7,2,N,2,3,2
80.86,1.65,M,46,0,7,0,26,19,0,N,2,3,4
45.76,1.59,M,37,40,6,0,16,2,0,N,0,1,1
125.32,1.77,V,42,0,20,6,0,0,0,N,1,2,0
65.88,1.65,M,47,0,0,0,0,0,0,N,0,0,1
77.71,1.66,M,43,0,0,5,0,2,0,N,2,4,4
108.9,1.65,M,58,0,8,7,0,0,0,N,0,1,1
59.65,1.57,M,37,0,0,1,0,5,0,N,1,1,0
99.06,1.73,V,53,0,0,6,0,0,0,N,0,2,2
79.46,1.79,V,38,0,0,1,17,14,0,N,3,4,3
108.66,1.7,M,26,0,0,4,18,6,0,N,0,1,2
72.36,1.74,V,31,0,0,0,0,1,0,N,2,2,0
92.06,1.81,V,68,0,0,5,0,1,0,N,2,3,4
107.15,1.77,M,42,0,6,6,0,4,0,N,0,2,0
69.33,1.74,V,55,0,0,1,0,0,0,N,2,4,3
52.02,1.7,M,18,240,0,5,8,13,2,N,1,2,2
99.42,1.71,M,55,0,1,5,4,0,0,N,0,2,2
52.63,1.71,V,36,60,9,0,11,6,0,N,2,4,4
55.41,1.64,M,60,10,0,0,10,5,0,S,1,4,4
57.67,1.79,V,36,30,0,5,4,0,0,N,2,3,2
55.12,1.75,V,18,100,4,2,9,13,0,N,0,1,1
125.32,1.77,V,39,0,24,9,0,0,0,N,0,0,0
95.83,1.86,V,27,0,0,2,7,5,0,N,0,2,2
55.66,1.66,M,35,0,0,1,0,6,0,N,2,4,4
57.67,1.79,V,22,30,0,0,7,5,0,N,0,1,1
93.25,1.74,M,52,0,17,1,0,2,0,N,2,4,4
49.6,1.66,M,20,70,0,1,0,0,0,N,1,3,3
97.91,1.86,V,65,0,7,0,5,0,0,N,1,3,3
58.32,1.8,V,21,70,1,2,8,8,0,N,4,4,4
53.87,1.73,V,18,70,0,7,18,8,0,N,1,1,0
111.56,1.67,V,24,0,0,3,35,13,0,N,2,4,4
74.54,1.69,M,35,0,0,0,11,4,0,N,1,3,3
73.48,1.62,M,29,0,10,0,3,0,0,N,2,4,4
82.71,1.76,V,54,0,9,0,0,1,0,N,1,3,3
66.43,1.65,M,66,0,0,0,0,0,0,N,1,1,2
62.44,1.59,M,48,0,9,0,1,9,0,S,2,2,0
70.6,1.62,M,56,0,8,0,8,7,0,N,2,4,4
62.42,1.7,M,33,0,0,0,2,0,0,N,1,2,4
97.1,1.62,M,38,0,0,8,0,0,0,N,0,0,0
90.62,1.78,V,32,0,5,0,5,0,0,N,1,1,3
100.57,1.77,V,25,0,14,0,10,5,0,N,1,3,4
94.16,1.74,M,56,0,5,5,0,3,0,N,2,3,3
83.47,1.61,M,55,0,0,0,13,1,0,N,0,1,2
46.08,1.6,M,36,120,0,2,0,0,0,N,2,4,3
52.02,1.7,V,51,100,0,0,7,0,0,S,0,0,1
83.85,1.85,V,18,0,0,3,0,0,0,N,1,3,3
56.39,1.77,V,48,70,0,0,0,2,0,N,0,2,3
77.85,1.63,M,27,0,0,1,13,3,0,N,2,3,3
75.85,1.62,M,24,0,8,0,0,2,0,N,0,1,0
88.7,1.84,V,30,0,4,0,15,9,0,N,2,3,3
110.51,1.74,M,45,0,15,1,16,11,0,N,2,3,3
118.34,1.72,V,57,0,3,5,13,0,0,N,2,1,2
57.03,1.78,V,44,50,5,7,0,7,0,N,2,2,2
51.41,1.69,M,58,70,0,0,12,13,0,N,1,3,2
60.94,1.84,V,44,110,0,2,5,8,1,N,1,1,0
46.08,1.6,V,65,40,0,0,0,6,2,S,2,4,4
52.02,1.7,M,26,140,6,4,5,2,0,N,1,2,1
78.32,1.7,V,34,0,0,6,0,5,0,N,1,3,3
75.72,1.78,M,39,0,7,0,0,0,0,N,1,3,4
93.41,1.66,M,67,0,0,7,4,3,0,N,2,4,4
84.53,1.75,V,34,0,0,0,15,5,0,N,3,4,4
59.25,1.66,M,44,0,4,0,0,0,0,N,3,4,4
58.42,1.66,M,46,0,0,0,0,0,0,N,2,3,3
91.13,1.74,V,34,0,5,3,0,0,0,N,0,2,3
57.03,1.78,V,36,10,0,0,0,0,0,N,2,3,3
103.42,1.61,M,36,0,20,3,20,17,0,N,2,2,2
56.39,1.77,V,21,40,0,0,0,0,0,N,0,2,0
89.03,1.64,M,41,0,8,4,2,7,0,N,0,2,1
87.27,1.72,V,18,0,4,0,12,9,0,N,1,1,0
75.15,1.71,M,93,0,0,0,9,9,0,N,1,0,0
64.52,1.65,M,18,0,0,3,0,4,0,N,3,4,3
101.91,1.76,V,47,0,0,2,6,0,0,N,1,2,1
51.41,1.69,V,18,60,0,3,11,12,1,N,2,4,4
74.77,1.78,V,78,0,0,0,10,7,0,N,2,4,4
103.81,1.71,M,36,0,5,0,14,6,0,N,0,1,0
79.26,1.77,V,25,0,0,2,6,4,0,N,1,3,3
93.49,1.72,V,62,0,0,2,13,5,0,N,0,0,2
73.98,1.71,V,59,0,8,0,9,10,0,N,1,2,3
95.75,1.64,M,65,0,0,6,2,0,0,N,1,2,2
81.06,1.72,V,46,0,0,3,6,8,6,N,0,2,1
50.8,1.68,V,82,80,11,0,0,0,0,N,1,1,2
92.08,1.82,V,43,0,0,0,8,0,0,N,2,4,4
138.55,1.88,V,54,0,0,3,17,6,0,N,1,0,0
52.63,1.71,V,40,100,0,5,0,9,0,N,2,3,0
90.98,1.73,V,37,0,0,4,5,0,0,N,1,2,4
95.24,1.75,V,49,0,0,0,9,0,0,N,0,2,2
109.46,1.72,V,28,0,7,0,12,1,0,N,0,0,1
102.48,1.83,V,45,0,4,0,13,4,0,N,2,3,3
52.63,1.71,V,34,90,0,0,0,0,0,N,0,0,0
69.7,1.65,M,18,0,0,2,8,4,1,N,3,4,4
50.8,1.68,M,34,40,0,0,0,0,0,N,2,3,1
84.28,1.78,V,18,0,1,2,0,0,0,N,0,0,2
114.24,1.69,V,56,0,7,4,11,0,0,N,3,3,3
57.03,1.78,V,25,60,4,1,0,5,0,N,1,0,0
85.18,1.76,V,56,0,0,3,1,4,0,N,1,2,1
85.63,1.58,M,27,0,0,0,16,2,0,N,1,3,1
66.61,1.68,M,38,0,0,1,6,7,0,N,2,3,3
85.08,1.74,V,37,0,0,0,14,8,0,N,0,3,2
79.84,1.78,V,46,0,0,0,3,0,0,N,1,1,2
62.99,1.61,M,40,0,0,0,16,14,0,N,2,2,2
55.76,1.76,V,53,50,0,4,19,12,0,N,0,0,1
48.43,1.58,M,38,0,0,0,2,5,0,N,1,3,4
57.67,1.79,V,40,60,6,0,0,2,0,N,0,0,0
91.13,1.63,M,56,0,8,4,0,0,0,N,1,3,2
54.5,1.74,V,45,20,8,0,2,0,1,N,2,3,3
50.8,1.68,M,38,110,0,0,25,11,0,S,2,3,4
89.6,1.77,V,45,0,1,1,10,5,0,N,2,2,3
83.04,1.71,V,28,0,0,1,5,0,0,N,1,3,3
62.91,1.58,M,29,0,0,1,12,9,0,N,4,4,3
90.23,1.77,V,31,0,12,0,3,0,0,N,2,4,4
92.54,1.69,M,18,0,0,9,0,0,0,N,2,4,4
99.2,1.66,M,37,0,2,5,1,0,5,N,0,1,0
117.71,1.76,V,22,0,0,0,18,0,3,N,0,0,1
60.16,1.6,M,18,0,11,1,1,8,0,N,2,4,3
82.7,1.68,M,48,0,11,1,0,4,1,N,0,1,1
93.97,1.69,M,41,0,0,0,17,3,0,N,2,1,3
55.69,1.69,M,56,0,0,0,0,0,0,N,3,4,4
62.67,1.74,V,55,0,0,0,0,0,0,N,2,3,3
52.02,1.7,M,38,60,12,3,10,0,0,N,1,4,4
46.08,1.6,M,18,20,0,0,12,6,3,N,2,4,4
53.92,1.61,M,25,0,0,0,1,0,0,N,2,4,4
81.13,1.61,M,28,0,17,0,0,3,0,N,1,2,3
55.76,1.76,V,18,100,0,7,4,4,0,N,1,2,3
80.5,1.63,M,56,0,0,3,11,4,3,S,2,4,4
55.76,1.76,V,31,100,0,5,25,20,1,N,0,1,1
53.25,1.72,V,39,100,6,6,5,4,0,N,2,1,1
111.56,1.67,M,43,0,15,4,9,4,0,N,1,0,1
62.99,1.61,M,41,0,5,0,1,0,0,N,2,4,3
100.76,1.78,V,51,0,0,6,0,3,0,N,1,2,2
97.77,1.63,M,18,0,0,4,39,23,0,N,0,3,4
62.21,1.6,M,53,0,0,0,4,4,0,N,2,1,1
96.45,1.66,M,40,0,16,6,0,7,0,N,2,3,2
98.69,1.77,V,38,0,10,1,0,0,0,S,1,1,1
50.8,1.68,M,41,120,0,0,0,2,1,N,2,4,2
90.35,1.71,M,43,0,3,2,19,11,0,N,2,4,4
46.66,1.61,M,44,160,5,5,23,11,0,S,1,3,3
125.47,1.78,V,44,0,0,1,26,8,0,N,0,0,0
74.42,1.75,M,62,0,0,0,9,9,0,N,1,1,1
46.66,1.61,M,34,100,0,0,4,2,2,N,0,1,1
99.65,1.79,V,40,0,0,0,27,14,0,N,4,4,4
70.65,1.58,M,36,0,0,0,13,6,0,N,0,1,1
50.8,1.68,M,19,80,2,2,13,5,0,N,1,1,0
66.55,1.69,M,40,0,0,4,0,6,1,N,2,3,3
84.54,1.85,V,25,0,10,2,0,7,0,N,0,2,3
44.37,1.57,M,18,110,0,3,0,0,0,N,3,4,4
87.39,1.65,M,18,0,0,6,6,1,0,N,2,3,3
79.7,1.8,V,51,0,1,0,0,0,0,N,1,0,0
52.63,1.71,M,18,30,0,1,9,0,0,N,2,3,4
95.67,1.74,V,29,0,11,0,15,14,2,N,2,1,1
79.32,1.74,M,41,0,0,0,14,6,0,N,1,2,4
76.33,1.81,V,51,0,0,1,2,2,2,N,2,3,2
69.99,1.66,M,56,0,11,0,0,4,0,N,1,2,3
53.25,1.72,V,53,100,0,2,6,5,7,N,3,4,4
93.35,1.7,V,37,0,0,4,8,4,0,N,1,1,2
73.12,1.69,V,18,0,9,2,0,8,0,N,1,0,1
81.36,1.62,M,24,0,12,1,11,9,0,N,2,4,4
76.2,1.68,M,23,10,9,5,0,0,0,N,2,3,4
47.24,1.62,M,38,80,0,0,8,5,0,N,0,2,0
95.17,1.73,V,54,0,5,0,16,10,0,N,2,2,2
61.69,1.52,M,47,0,2,5,0,8,0,N,1,2,1
93.32,1.61,M,48,0,0,0,17,0,0,N,1,3,2
68.77,1.57,M,51,0,0,0,11,5,0,N,2,4,2
101.12,1.74,V,41,10,4,0,20,3,0,N,2,2,1
86.08,1.63,M,44,0,0,5,0,0,1,N,2,2,2
84.1,1.73,V,33,0,3,2,12,9,0,N,2,4,4
61.83,1.72,V,34,0,0,0,0,0,0,S,0,4,4
55.76,1.76,V,29,100,4,0,19,7,0,N,3,4,3
61.53,1.68,M,25,0,0,0,0,5,0,N,1,1,0
52.02,1.7,V,49,110,0,3,5,7,0,N,2,4,4
62.83,1.69,M,64,30,9,0,7,0,0,N,1,0,0
91.49,1.66,M,28,0,4,0,20,10,0,N,1,0,1
86.15,1.77,V,31,0,7,0,2,0,0,N,1,3,3
104.15,1.74,V,40,0,9,4,12,13,0,S,1,1,1
82.3,1.64,M,28,0,12,0,5,0,0,S,2,4,3
44.37,1.57,M,46,160,6,0,14,5,2,N,1,3,2
108.11,1.76,V,30,0,10,2,6,2,0,N,1,2,2
55.78,1.67,V,28,30,3,2,15,10,0,N,0,0,0
53.87,1.73,V,63,130,0,0,4,0,0,N,1,3,3
58.32,1.8,V,37,20,0,2,2,0,0,N,1,2,4
59.95,1.81,V,18,20,6,0,9,3,0,N,3,4,4
91,1.79,V,68,0,0,4,11,9,0,N,2,3,4
49.6,1.66,M,28,30,0,2,17,22,1,N,3,4,3
79.24,1.71,V,39,0,1,4,0,0,0,N,3,3,4
47.82,1.63,M,44,30,0,4,0,4,0,N,1,2,2
57.65,1.63,M,29,0,0,0,6,7,3,S,1,4,2
47.24,1.62,M,50,140,0,0,6,0,0,N,3,4,4
113.84,1.74,V,42,0,5,10,0,0,0,N,2,4,4
97.55,1.66,M,43,0,15,4,0,3,0,N,2,2,2
52.63,1.71,M,31,30,0,0,6,1,0,N,1,2,2
110.56,1.75,M,26,0,0,3,27,10,NA,N,2,4,3
65.71,1.56,M,56,0,7,1,0,0,0,N,2,3,4
55.12,1.75,V,33,130,1,4,0,0,0,N,1,3,2
51.46,1.65,M,47,20,0,0,19,10,0,N,2,3,2
111.96,1.82,M,40,0,15,0,6,4,0,N,0,0,0
87.28,1.7,V,25,0,5,0,15,8,4,N,1,2,3
83.85,1.65,M,55,0,5,4,6,3,0,N,2,4,3
55.12,1.75,V,58,60,0,1,2,0,0,N,1,2,3
96.07,1.73,M,43,0,0,3,8,8,NA,N,0,1,0
50.2,1.67,V,29,30,10,1,6,9,0,N,2,3,3
107.18,1.74,M,44,0,3,2,15,3,0,N,2,3,3
54.5,1.74,V,30,30,0,0,10,6,0,N,1,3,2
64.98,1.56,M,57,0,8,3,1,5,3,N,0,1,3
52.63,1.71,V,54,180,7,9,0,0,6,N,1,2,2
63.51,1.61,M,56,0,0,0,2,0,0,N,0,1,2
93.99,1.68,M,24,0,12,1,6,3,0,N,1,3,2
49.6,1.66,M,31,50,8,0,0,4,4,S,1,2,2
82.69,1.61,M,41,0,11,0,4,0,0,N,2,2,3
43.8,1.56,M,58,50,3,6,6,0,3,N,2,4,4
68.95,1.61,M,30,0,18,0,0,5,0,N,2,4,4
68.42,1.74,V,36,0,0,0,0,0,0,N,0,0,1
68.32,1.64,M,53,0,1,3,0,9,0,N,0,1,0
68.95,1.61,M,58,0,0,0,7,3,0,N,1,2,3
96.24,1.7,V,46,0,15,0,4,4,0,N,2,2,1
96.92,1.65,M,49,0,0,3,8,2,0,N,0,0,0
95.91,1.63,M,54,0,6,3,23,18,0,N,2,2,3
78.81,1.66,M,55,0,2,0,13,8,1,N,2,4,2
55.12,1.75,V,51,50,9,0,6,7,0,N,1,0,3
66.9,1.58,M,59,0,0,0,13,9,0,N,1,2,2
112.71,1.7,M,43,0,11,3,15,12,0,N,0,0,0
79.44,1.63,M,31,0,8,5,0,3,0,N,2,4,4
96.37,1.73,M,41,10,9,6,0,0,0,N,2,2,3
98.84,1.63,M,59,0,6,8,1,0,0,N,1,4,4
91.79,1.77,V,34,0,0,0,9,0,0,N,1,2,2
52.02,1.7,V,55,60,0,2,22,0,2,N,2,3,2
67.21,1.74,V,34,0,0,0,0,3,1,N,1,2,2
121.03,1.78,V,26,0,9,4,2,0,0,N,1,1,1
100.29,1.79,V,36,0,4,0,5,0,0,N,2,2,1
78.64,1.63,V,31,0,0,4,2,4,0,N,0,1,0
113.67,1.69,V,20,0,3,7,14,5,0,N,2,4,4
68.72,1.71,M,43,0,0,0,2,3,0,N,1,2,1
55.12,1.75,V,82,90,10,0,0,0,2,N,2,3,3
64.74,1.7,M,18,0,0,0,0,0,0,N,2,2,1
126.74,1.78,V,52,0,1,3,28,13,0,N,0,1,1
75.94,1.79,V,71,10,1,0,5,0,0,N,1,2,1
80.72,1.68,M,63,0,3,2,0,0,0,N,1,2,1
55.37,1.62,M,59,0,0,1,0,5,0,N,1,2,2
76.14,1.58,M,18,0,4,3,8,10,0,N,3,3,2
43.25,1.55,M,55,140,16,6,10,6,0,N,2,3,2
69.16,1.67,M,57,0,0,2,0,3,0,N,0,1,1
52.02,1.7,V,93,30,0,1,11,12,0,N,1,3,4
61.24,1.72,M,37,0,2,0,0,4,0,N,2,4,4
60.28,1.83,V,61,30,0,0,1,7,0,N,2,3,2
55.12,1.75,V,35,50,0,2,13,1,0,N,0,1,2
60.28,1.83,V,25,20,0,0,0,6,0,N,2,4,3
83.5,1.73,V,42,0,0,2,0,0,0,N,1,0,0
71.96,1.86,V,50,0,0,1,8,11,5,N,0,3,4
88.22,1.64,M,63,10,13,1,22,13,4,N,2,2,3
50.2,1.67,M,72,20,1,1,6,3,0,N,0,4,4
76.92,1.72,V,53,0,0,0,11,6,0,N,2,2,3
68.9,1.58,M,31,0,10,0,1,0,0,N,2,3,3
52.89,1.54,M,31,0,4,0,3,3,0,N,0,3,3
51.41,1.69,M,37,90,11,0,0,0,2,N,2,1,0
75.32,1.62,M,53,0,0,5,0,2,0,N,2,3,4
96.16,1.75,V,45,0,9,4,0,1,0,N,2,4,4
72.4,1.58,M,63,0,0,0,1,1,0,N,0,0,0
92,1.76,V,39,0,6,0,8,3,0,N,2,3,3
94.45,1.71,V,19,0,6,0,4,1,0,N,0,1,0
52.63,1.71,V,48,50,15,4,0,0,0,N,2,2,3
91.88,1.78,V,50,0,3,2,0,0,0,N,0,2,2
92.49,1.54,M,40,10,31,0,9,2,0,N,3,4,4
101.17,1.71,M,68,0,0,1,24,9,0,N,1,3,3
111.84,1.78,V,30,0,0,6,10,6,1,N,1,2,3
57.32,1.66,M,37,0,0,1,0,2,0,N,4,4,4
97.2,1.8,V,29,0,0,6,10,9,0,N,2,3,4
53.87,1.73,V,40,100,7,3,6,0,0,N,1,2,3
79.83,1.71,M,18,0,7,0,8,4,0,N,3,4,4
61.45,1.66,M,34,0,0,0,0,0,4,N,1,4,4
89.97,1.69,M,35,0,0,4,0,1,0,N,1,2,0
86.87,1.58,M,34,0,0,6,0,0,0,N,1,3,2
94.94,1.75,V,18,0,12,0,2,0,0,N,1,0,2
67.69,1.69,V,44,0,0,1,1,0,0,N,2,4,4
